Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2009-01-29,1.2309,1.2309,1.2309,1.2309
2009-01-30,1.2689,1.2689,1.2689,1.2689
2009-02-02,1.2689,1.2689,1.2689,1.2689
2009-02-03,1.2689,1.2689,1.2689,1.2689
2009-02-04,1.2689,1.2689,1.2689,1.2689
2009-02-05,1.2689,1.2689,1.2689,1.2689
2009-02-06,1.2689,1.2689,1.2689,1.2689
2009-02-09,1.2689,1.2689,1.2689,1.2689
2009-02-10,1.2689,1.2689,1.2689,1.2689
2009-02-11,1.2689,1.2689,1.2689,1.2689
2009-02-13,1.2063,1.2063,1.2063,1.2063
2009-02-17,1.1168,1.1168,1.1168,1.1168
2009-02-18,1.0707,1.0707,1.0707,1.0707
2009-02-19,1.2032,1.2032,1.2032,1.2032
2009-02-20,1.1967,1.1967,1.1967,1.1967
2009-02-23,1.1754,1.1754,1.1754,1.1754
2009-02-24,1.2052,1.2052,1.2052,1.2052
2009-02-25,1.2377,1.2377,1.2377,1.2377
2009-02-26,1.2928,1.2928,1.2928,1.2928
2009-02-27,1.2807,1.2807,1.2807,1.2807
2009-03-02,1.2149,1.2149,1.2149,1.2149
2009-03-03,1.2456,1.2456,1.2456,1.2456
2009-03-04,1.2966,1.2966,1.2966,1.2966
2009-03-05,1.2089,1.2089,1.2089,1.2089
2009-03-06,1.2572,1.2572,1.2572,1.2572
2009-03-09,1.2351,1.2351,1.2351,1.2351
2009-03-10,1.2009,1.2009,1.2009,1.2009
2009-03-11,1.1549,1.1549,1.1549,1.1549
2009-03-12,1.1301,1.1301,1.1301,1.1301
2009-03-13,1.2541,1.2541,1.2541,1.2541
2009-03-16,1.261,1.261,1.261,1.261
2009-03-17,1.3138,1.3138,1.3138,1.3138
2009-03-18,1.2444,1.2444,1.2444,1.2444
2009-03-19,1.2973,1.2973,1.2973,1.2973
2009-03-20,1.317,1.317,1.317,1.317
2009-03-23,1.3581,1.3581,1.3581,1.3581
2009-03-24,1.3688,1.3688,1.3688,1.3688
2009-03-25,1.4745,1.4745,1.4745,1.4745
2009-03-26,1.3948,1.3948,1.3948,1.3948
2009-03-27,1.3566,1.3566,1.3566,1.3566
2009-03-30,1.2586,1.2586,1.2586,1.2586
2009-03-31,1.2934,1.2934,1.2934,1.2934
2009-04-01,1.3492,1.3492,1.3492,1.3492
2009-04-02,1.3298,1.3298,1.3298,1.3298
2009-04-03,1.3511,1.3511,1.3511,1.3511
2009-04-06,1.3355,1.3355,1.3355,1.3355
2009-04-07,1.3304,1.3304,1.3304,1.3304
2009-04-08,1.4208,1.4208,1.4208,1.4208
2009-04-09,1.361,1.361,1.361,1.361
2009-04-13,1.4332,1.4332,1.4332,1.4332
2009-04-14,1.3626,1.3626,1.3626,1.3626
2009-04-15,1.4318,1.4318,1.4318,1.4318
2009-04-16,1.4068,1.4068,1.4068,1.4068
2009-04-17,1.4877,1.4877,1.4877,1.4877
2009-04-20,1.4106,1.4106,1.4106,1.4106
2009-04-21,1.4094,1.4094,1.4094,1.4094
2009-04-22,1.3868,1.3868,1.3868,1.3868
2009-04-23,1.3944,1.3944,1.3944,1.3944
2009-04-24,1.4395,1.4395,1.4395,1.4395
2009-04-27,1.4095,1.4095,1.4095,1.4095
2009-04-28,1.4014,1.4014,1.4014,1.4014
2009-04-29,1.4509,1.4509,1.4509,1.4509
2009-04-30,1.4779,1.4779,1.4779,1.4779
2009-05-01,1.5286,1.5286,1.5286,1.5286
2009-05-04,1.5922,1.5922,1.5922,1.5922
2009-05-05,1.5784,1.5784,1.5784,1.5784
2009-05-06,1.6392,1.6392,1.6392,1.6392
2009-05-07,1.6905,1.6905,1.6905,1.6905
2009-05-08,1.7355,1.7355,1.7355,1.7355
2009-05-11,1.6989,1.6989,1.6989,1.6989
2009-05-12,1.6854,1.6854,1.6854,1.6854
2009-05-13,1.6854,1.6854,1.6854,1.6854
2009-05-14,1.6965,1.6965,1.6965,1.6965
2009-05-15,1.6801,1.6801,1.6801,1.6801
2009-05-18,1.78,1.78,1.78,1.78
2009-05-19,1.8387,1.8387,1.8387,1.8387
2009-05-20,1.83,1.83,1.83,1.83
2009-05-21,1.8159,1.8159,1.8159,1.8159
2009-05-22,1.8483,1.8483,1.8483,1.8483
2009-05-26,1.8599,1.8599,1.8599,1.8599
2009-05-27,1.8967,1.8967,1.8967,1.8967
2009-05-28,1.913,1.913,1.913,1.913
2009-05-29,1.9228,1.9228,1.9228,1.9228
2009-06-01,1.9618,1.9618,1.9618,1.9618
2009-06-02,1.9552,1.9552,1.9552,1.9552
2009-06-03,1.9291,1.9291,1.9291,1.9291
2009-06-04,1.9921,1.9921,1.9921,1.9921
2009-06-05,1.9821,1.9821,1.9821,1.9821
2009-06-08,1.951,1.951,1.951,1.951
2009-06-09,1.9779,1.9779,1.9779,1.9779
2009-06-10,2.034,2.034,2.034,2.034
2009-06-11,2.0849,2.0849,2.0849,2.0849
2009-06-12,2.0618,2.0618,2.0618,2.0618
2009-06-15,2.0717,2.0717,2.0717,2.0717
2009-06-16,2.0898,2.0898,2.0898,2.0898
2009-06-17,2.0513,2.0513,2.0513,2.0513
2009-06-18,2.042,2.042,2.042,2.042
2009-06-19,1.9306,1.9306,1.9306,1.9306
2009-06-22,1.8609,1.8609,1.8609,1.8609
2009-06-23,1.8959,1.8959,1.8959,1.8959
2009-06-24,1.8425,1.8425,1.8425,1.8425
2009-06-25,1.8958,1.8958,1.8958,1.8958
2009-06-26,1.8741,1.8741,1.8741,1.8741
2009-06-29,1.9391,1.9391,1.9391,1.9391
2009-06-30,1.9057,1.9057,1.9057,1.9057
2009-07-01,1.8665,1.8665,1.8665,1.8665
2009-07-02,1.8045,1.8045,1.8045,1.8045
2009-07-06,1.75,1.75,1.75,1.75
2009-07-07,1.655,1.655,1.655,1.655
2009-07-08,1.64,1.64,1.64,1.64
2009-07-09,1.67,1.67,1.67,1.67
2009-07-10,1.655,1.655,1.655,1.655
2009-07-13,1.6469,1.6469,1.6469,1.6469
2009-07-14,1.6541,1.6541,1.6541,1.6541
2009-07-15,1.7181,1.7181,1.7181,1.7181
2009-07-16,1.7235,1.7235,1.7235,1.7235
2009-07-17,1.7786,1.7786,1.7786,1.7786
2009-07-20,1.8006,1.8006,1.8006,1.8006
2009-07-21,1.8307,1.8307,1.8307,1.8307
2009-07-22,1.877,1.877,1.877,1.877
2009-07-23,1.9407,1.9407,1.9407,1.9407
2009-07-24,1.9484,1.9484,1.9484,1.9484
2009-07-27,1.9584,1.9584,1.9584,1.9584
2009-07-28,1.9218,1.9218,1.9218,1.9218
2009-07-29,1.8662,1.8662,1.8662,1.8662
2009-07-30,1.9851,1.9851,1.9851,1.9851
2009-07-31,2.0463,2.0463,2.0463,2.0463
2009-08-03,2.1118,2.1118,2.1118,2.1118
2009-08-04,2.1104,2.1104,2.1104,2.1104
2009-08-05,2.1012,2.1012,2.1012,2.1012
2009-08-06,2.0982,2.0982,2.0982,2.0982
2009-08-07,2.0456,2.0456,2.0456,2.0456
2009-08-10,2.0749,2.0749,2.0749,2.0749
2009-08-11,2.0922,2.0922,2.0922,2.0922
2009-08-12,2.0828,2.0828,2.0828,2.0828
2009-08-13,2.0717,2.0717,2.0717,2.0717
2009-08-14,1.9892,1.9892,1.9892,1.9892
2009-08-17,1.9965,1.9965,1.9965,1.9965
2009-08-18,2.0477,2.0477,2.0477,2.0477
2009-08-19,2.0771,2.0771,2.0771,2.0771
2009-08-20,2.0222,2.0222,2.0222,2.0222
2009-08-21,2.0368,2.0368,2.0368,2.0368
2009-08-24,2.1128,2.1128,2.1128,2.1128
2009-08-25,2.0807,2.0807,2.0807,2.0807
2009-08-26,2.0438,2.0438,2.0438,2.0438
2009-08-27,2.0438,2.0438,2.0438,2.0438
2009-08-28,2.1205,2.1205,2.1205,2.1205
2009-08-31,1.9874,1.9874,1.9874,1.9874
2009-09-01,1.9822,1.9822,1.9822,1.9822
2009-09-02,2.0123,2.0123,2.0123,2.0123
2009-09-03,2.0003,2.0003,2.0003,2.0003
2009-09-04,1.9738,1.9738,1.9738,1.9738
2009-09-08,2.0226,2.0226,2.0226,2.0226
2009-09-09,2.0143,2.0143,2.0143,2.0143
2009-09-10,2.0143,2.0143,2.0143,2.0143
2009-09-11,1.8485,1.8485,1.8485,1.8485
2009-09-14,1.8133,1.8133,1.8133,1.8133
2009-09-15,1.7842,1.7842,1.7842,1.7842
2009-09-16,1.8433,1.8433,1.8433,1.8433
2009-09-17,1.8433,1.8433,1.8433,1.8433
2009-09-18,1.8433,1.8433,1.8433,1.8433
2009-09-21,1.7364,1.7364,1.7364,1.7364
2009-09-22,1.7628,1.7628,1.7628,1.7628
2009-09-23,1.6886,1.6886,1.6886,1.6886
2009-09-24,1.6216,1.6216,1.6216,1.6216
2009-09-25,1.6055,1.6055,1.6055,1.6055
2009-09-28,1.6255,1.6255,1.6255,1.6255
2009-09-29,1.6168,1.6168,1.6168,1.6168
2009-09-30,1.7303,1.7303,1.7303,1.7303
2009-10-01,1.7454,1.7454,1.7454,1.7454
2009-10-02,1.7321,1.7321,1.7321,1.7321
2009-10-05,1.7426,1.7426,1.7426,1.7426
2009-10-06,1.7614,1.7614,1.7614,1.7614
2009-10-07,1.7103,1.7103,1.7103,1.7103
2009-10-08,1.7722,1.7722,1.7722,1.7722
2009-10-09,1.7567,1.7567,1.7567,1.7567
2009-10-12,1.789,1.789,1.789,1.789
2009-10-13,1.8243,1.8243,1.8243,1.8243
2009-10-14,1.8487,1.8487,1.8487,1.8487
2009-10-15,1.9361,1.9361,1.9361,1.9361
2009-10-16,1.973,1.973,1.973,1.973
2009-10-19,1.9834,1.9834,1.9834,1.9834
2009-10-20,1.9914,1.9914,1.9914,1.9914
2009-10-21,2.0543,2.0543,2.0543,2.0543
2009-10-22,2.0442,2.0442,2.0442,2.0442
2009-10-23,2.0513,2.0513,2.0513,2.0513
2009-10-26,2.045,2.045,2.045,2.045
2009-10-27,2.0767,2.0767,2.0767,2.0767
2009-10-28,1.9876,1.9876,1.9876,1.9876
2009-10-29,2.0087,2.0087,2.0087,2.0087
2009-10-30,1.9319,1.9319,1.9319,1.9319
2009-11-02,1.9765,1.9765,1.9765,1.9765
2009-11-03,1.9829,1.9829,1.9829,1.9829
2009-11-04,1.9939,1.9939,1.9939,1.9939
2009-11-05,1.9689,1.9689,1.9689,1.9689
2009-11-06,1.898,1.898,1.898,1.898
2009-11-09,1.9558,1.9558,1.9558,1.9558
2009-11-10,1.9526,1.9526,1.9526,1.9526
2009-11-11,1.9749,1.9749,1.9749,1.9749
2009-11-12,1.9217,1.9217,1.9217,1.9217
2009-11-13,1.8937,1.8937,1.8937,1.8937
2009-11-16,1.9693,1.9693,1.9693,1.9693
2009-11-17,1.9849,1.9849,1.9849,1.9849
2009-11-18,1.9941,1.9941,1.9941,1.9941
2009-11-19,1.9532,1.9532,1.9532,1.9532
2009-11-20,1.9668,1.9668,1.9668,1.9668
2009-11-23,1.9681,1.9681,1.9681,1.9681
2009-11-24,1.9302,1.9302,1.9302,1.9302
2009-11-25,1.9913,1.9913,1.9913,1.9913
2009-11-27,1.9199,1.9199,1.9199,1.9199
2009-11-30,1.9877,1.9877,1.9877,1.9877
2009-12-01,2.016,2.016,2.016,2.016
2009-12-02,1.9665,1.9665,1.9665,1.9665
2009-12-03,1.9567,1.9567,1.9567,1.9567
2009-12-04,1.9437,1.9437,1.9437,1.9437
2009-12-07,1.9043,1.9043,1.9043,1.9043
2009-12-08,1.8883,1.8883,1.8883,1.8883
2009-12-09,1.8285,1.8285,1.8285,1.8285
2009-12-10,1.8013,1.8013,1.8013,1.8013
2009-12-11,1.8053,1.8053,1.8053,1.8053
2009-12-14,1.7904,1.7904,1.7904,1.7904
2009-12-15,1.8063,1.8063,1.8063,1.8063
2009-12-16,1.8364,1.8364,1.8364,1.8364
2009-12-17,1.8207,1.8207,1.8207,1.8207
2009-12-18,1.8635,1.8635,1.8635,1.8635
2009-12-21,1.8687,1.8687,1.8687,1.8687
2009-12-22,1.8675,1.8675,1.8675,1.8675
2009-12-23,1.9643,1.9643,1.9643,1.9643
2009-12-24,2.0612,2.0612,2.0612,2.0612
2009-12-28,1.9825,1.9825,1.9825,1.9825
2009-12-29,2.0015,2.0015,2.0015,2.0015
2009-12-30,2.0316,2.0316,2.0316,2.0316
2009-12-31,2.0291,2.0291,2.0291,2.0291
2010-01-04,2.0856,2.0856,2.0856,2.0856
2010-01-05,2.1137,2.1137,2.1137,2.1137
2010-01-06,2.1228,2.1228,2.1228,2.1228
2010-01-07,2.12,2.12,2.12,2.12
2010-01-08,2.145,2.145,2.145,2.145
2010-01-11,2.1375,2.1375,2.1375,2.1375
2010-01-12,2.095,2.095,2.095,2.095
2010-01-13,2.0675,2.0675,2.0675,2.0675
2010-01-14,2.0638,2.0638,2.0638,2.0638
2010-01-15,2.0329,2.0329,2.0329,2.0329
2010-01-19,2.0503,2.0503,2.0503,2.0503
2010-01-20,2.0402,2.0402,2.0402,2.0402
2010-01-21,1.9779,1.9779,1.9779,1.9779
2010-01-22,1.9619,1.9619,1.9619,1.9619
2010-01-25,1.9958,1.9958,1.9958,1.9958
2010-01-26,1.9611,1.9611,1.9611,1.9611
2010-01-27,1.9329,1.9329,1.9329,1.9329
2010-01-28,1.9086,1.9086,1.9086,1.9086
2010-01-29,1.8896,1.8896,1.8896,1.8896
2010-02-01,1.9299,1.9299,1.9299,1.9299
2010-02-02,2.0004,2.0004,2.0004,2.0004
2010-02-03,2.0174,2.0174,2.0174,2.0174
2010-02-04,1.935,1.935,1.935,1.935
2010-02-05,1.865,1.865,1.865,1.865
2010-02-08,1.8702,1.8702,1.8702,1.8702
2010-02-09,1.9065,1.9065,1.9065,1.9065
2010-02-10,1.9065,1.9065,1.9065,1.9065
2010-02-11,1.9119,1.9119,1.9119,1.9119
2010-02-12,1.9057,1.9057,1.9057,1.9057
2010-02-16,1.9694,1.9694,1.9694,1.9694
2010-02-17,1.9883,1.9883,1.9883,1.9883
2010-02-18,2.0529,2.0529,2.0529,2.0529
2010-02-19,2.0694,2.0694,2.0694,2.0694
2010-02-22,2.1033,2.1033,2.1033,2.1033
2010-02-23,2.0493,2.0493,2.0493,2.0493
2010-02-24,2.0926,2.0926,2.0926,2.0926
2010-02-25,2.0307,2.0307,2.0307,2.0307
2010-02-26,2.0766,2.0766,2.0766,2.0766
2010-03-01,1.9097,1.9097,1.9097,1.9097
2010-03-02,2.0791,2.0791,2.0791,2.0791
2010-03-03,2.1313,2.1313,2.1313,2.1313
2010-03-04,2.1187,2.1187,2.1187,2.1187
2010-03-05,2.1572,2.1572,2.1572,2.1572
2010-03-08,2.1717,2.1717,2.1717,2.1717
2010-03-09,2.1203,2.1203,2.1203,2.1203
2010-03-10,2.1476,2.1476,2.1476,2.1476
2010-03-11,2.1357,2.1357,2.1357,2.1357
2010-03-12,2.1162,2.1162,2.1162,2.1162
2010-03-15,2.0815,2.0815,2.0815,2.0815
2010-03-16,2.1287,2.1287,2.1287,2.1287
2010-03-17,2.1522,2.1522,2.1522,2.1522
2010-03-18,2.1434,2.1434,2.1434,2.1434
2010-03-19,2.1156,2.1156,2.1156,2.1156
2010-03-22,2.1137,2.1137,2.1137,2.1137
2010-03-23,2.1353,2.1353,2.1353,2.1353
2010-03-24,2.0899,2.0899,2.0899,2.0899
2010-03-25,2.0727,2.0727,2.0727,2.0727
2010-03-26,2.0624,2.0624,2.0624,2.0624
2010-03-29,2.1163,2.1163,2.1163,2.1163
2010-03-30,2.1472,2.1472,2.1472,2.1472
2010-03-31,2.1975,2.1975,2.1975,2.1975
2010-04-01,2.2312,2.2312,2.2312,2.2312
2010-04-05,2.2402,2.2402,2.2402,2.2402
2010-04-06,2.2433,2.2433,2.2433,2.2433
2010-04-07,2.2047,2.2047,2.2047,2.2047
2010-04-08,2.1883,2.1883,2.1883,2.1883
2010-04-09,2.1543,2.1543,2.1543,2.1543
2010-04-12,2.1608,2.1608,2.1608,2.1608
2010-04-13,2.1293,2.1293,2.1293,2.1293
2010-04-14,2.1764,2.1764,2.1764,2.1764
2010-04-15,2.3174,2.3174,2.3174,2.3174
2010-04-16,2.2707,2.2707,2.2707,2.2707
2010-04-19,2.2531,2.2531,2.2531,2.2531
2010-04-20,2.2796,2.2796,2.2796,2.2796
2010-04-21,2.275,2.275,2.275,2.275
2010-04-22,2.3,2.3,2.3,2.3
2010-04-23,2.3575,2.3575,2.3575,2.3575
2010-04-26,2.27,2.27,2.27,2.27
2010-04-27,2.26,2.26,2.26,2.26
2010-04-28,2.26,2.26,2.26,2.26
2010-04-29,2.2725,2.2725,2.2725,2.2725
2010-04-30,2.22,2.22,2.22,2.22
2010-05-03,2.25,2.25,2.25,2.25
2010-05-04,2.2275,2.2275,2.2275,2.2275
2010-05-05,2.125,2.125,2.125,2.125
2010-05-06,2.15,2.15,2.15,2.15
2010-05-07,2.1188,2.1188,2.1188,2.1188
2010-05-10,2.1701,2.1701,2.1701,2.1701
2010-05-11,2.1939,2.1939,2.1939,2.1939
2010-05-12,2.2104,2.2104,2.2104,2.2104
2010-05-13,2.1988,2.1988,2.1988,2.1988
2010-05-14,2.1333,2.1333,2.1333,2.1333
2010-05-17,2.0518,2.0518,2.0518,2.0518
2010-05-18,2.0543,2.0543,2.0543,2.0543
2010-05-19,2.0214,2.0214,2.0214,2.0214
2010-05-20,1.9695,1.9695,1.9695,1.9695
2010-05-21,1.9674,1.9674,1.9674,1.9674
2010-05-24,1.9745,1.9745,1.9745,1.9745
2010-05-25,1.9345,1.9345,1.9345,1.9345
2010-05-26,1.9691,1.9691,1.9691,1.9691
2010-05-27,2.0376,2.0376,2.0376,2.0376
2010-05-28,2.0228,2.0228,2.0228,2.0228
2010-06-01,1.9825,1.9825,1.9825,1.9825
2010-06-02,2.0301,2.0301,2.0301,2.0301
2010-06-03,2.0887,2.0887,2.0887,2.0887
2010-06-04,2.0028,2.0028,2.0028,2.0028
2010-06-07,2.0036,2.0036,2.0036,2.0036
2010-06-08,1.9978,1.9978,1.9978,1.9978
2010-06-09,1.98,1.98,1.98,1.98
2010-06-10,2.0767,2.0767,2.0767,2.0767
2010-06-11,2.0584,2.0584,2.0584,2.0584
2010-06-14,2.0826,2.0826,2.0826,2.0826
2010-06-15,2.1277,2.1277,2.1277,2.1277
2010-06-16,2.1554,2.1554,2.1554,2.1554
2010-06-17,2.1752,2.1752,2.1752,2.1752
2010-06-18,2.1588,2.1588,2.1588,2.1588
2010-06-21,2.1515,2.1515,2.1515,2.1515
2010-06-22,2.1372,2.1372,2.1372,2.1372
2010-06-23,2.0848,2.0848,2.0848,2.0848
2010-06-24,2.0972,2.0972,2.0972,2.0972
2010-06-25,2.1698,2.1698,2.1698,2.1698
2010-06-28,2.1363,2.1363,2.1363,2.1363
2010-06-29,2.0695,2.0695,2.0695,2.0695
2010-06-30,2.0629,2.0629,2.0629,2.0629
2010-07-01,2.0038,2.0038,2.0038,2.0038
2010-07-02,1.9839,1.9839,1.9839,1.9839
2010-07-06,1.9788,1.9788,1.9788,1.9788
2010-07-07,2.0328,2.0328,2.0328,2.0328
2010-07-08,2.0561,2.0561,2.0561,2.0561
2010-07-09,2.0747,2.0747,2.0747,2.0747
2010-07-12,2.0305,2.0305,2.0305,2.0305
2010-07-13,2.0858,2.0858,2.0858,2.0858
2010-07-14,2.069,2.069,2.069,2.069
2010-07-15,2.0594,2.0594,2.0594,2.0594
2010-07-16,2.0473,2.0473,2.0473,2.0473
2010-07-19,2.058,2.058,2.058,2.058
2010-07-20,2.0761,2.0761,2.0761,2.0761
2010-07-21,2.0665,2.0665,2.0665,2.0665
2010-07-22,2.1441,2.1441,2.1441,2.1441
2010-07-23,2.1197,2.1197,2.1197,2.1197
2010-07-26,2.1008,2.1008,2.1008,2.1008
2010-07-27,2.0519,2.0519,2.0519,2.0519
2010-07-28,2.0521,2.0521,2.0521,2.0521
2010-07-29,2.091,2.091,2.091,2.091
2010-07-30,2.1136,2.1136,2.1136,2.1136
2010-08-02,2.1572,2.1572,2.1572,2.1572
2010-08-03,2.1785,2.1785,2.1785,2.1785
2010-08-04,2.1575,2.1575,2.1575,2.1575
2010-08-05,2.1471,2.1471,2.1471,2.1471
2010-08-06,2.0952,2.0952,2.0952,2.0952
2010-08-09,2.1019,2.1019,2.1019,2.1019
2010-08-10,2.0675,2.0675,2.0675,2.0675
2010-08-11,1.975,1.975,1.975,1.975
2010-08-12,1.935,1.935,1.935,1.935
2010-08-13,1.92,1.92,1.92,1.92
2010-08-16,1.898,1.898,1.898,1.898
2010-08-17,1.9294,1.9294,1.9294,1.9294
2010-08-18,1.9349,1.9349,1.9349,1.9349
2010-08-19,1.9012,1.9012,1.9012,1.9012
2010-08-20,1.9026,1.9026,1.9026,1.9026
2010-08-23,1.8622,1.8622,1.8622,1.8622
2010-08-24,1.8331,1.8331,1.8331,1.8331
2010-08-25,1.8464,1.8464,1.8464,1.8464
2010-08-26,1.8972,1.8972,1.8972,1.8972
2010-08-27,1.9316,1.9316,1.9316,1.9316
2010-08-30,1.9203,1.9203,1.9203,1.9203
2010-08-31,1.8561,1.8561,1.8561,1.8561
2010-09-01,1.9066,1.9066,1.9066,1.9066
2010-09-02,1.9403,1.9403,1.9403,1.9403
2010-09-03,1.9432,1.9432,1.9432,1.9432
2010-09-07,1.9529,1.9529,1.9529,1.9529
2010-09-08,1.9606,1.9606,1.9606,1.9606
2010-09-09,1.9554,1.9554,1.9554,1.9554
2010-09-10,1.9975,1.9975,1.9975,1.9975
2010-09-13,1.9975,1.9975,1.9975,1.9975
2010-09-14,2.014,2.014,2.014,2.014
2010-09-15,2.014,2.014,2.014,2.014
2010-09-16,1.9762,1.9762,1.9762,1.9762
2010-09-17,1.9707,1.9707,1.9707,1.9707
2010-09-20,1.9475,1.9475,1.9475,1.9475
2010-09-21,1.9283,1.9283,1.9283,1.9283
2010-09-22,1.9076,1.9076,1.9076,1.9076
2010-09-23,1.9274,1.9274,1.9274,1.9274
2010-09-24,1.9583,1.9583,1.9583,1.9583
2010-09-27,1.9663,1.9663,1.9663,1.9663
2010-09-28,1.9604,1.9604,1.9604,1.9604
2010-09-29,1.998,1.998,1.998,1.998
2010-09-30,2.0536,2.0536,2.0536,2.0536
2010-10-01,2.1161,2.1161,2.1161,2.1161
2010-10-04,2.1283,2.1283,2.1283,2.1283
2010-10-05,2.1705,2.1705,2.1705,2.1705
2010-10-06,2.2071,2.2071,2.2071,2.2071
2010-10-07,2.1817,2.1817,2.1817,2.1817
2010-10-08,2.2212,2.2212,2.2212,2.2212
2010-10-11,2.2455,2.2455,2.2455,2.2455
2010-10-12,2.2014,2.2014,2.2014,2.2014
2010-10-13,2.2336,2.2336,2.2336,2.2336
2010-10-14,2.204,2.204,2.204,2.204
2010-10-15,2.1663,2.1663,2.1663,2.1663
2010-10-18,2.219,2.219,2.219,2.219
2010-10-19,2.0958,2.0958,2.0958,2.0958
2010-10-20,2.1276,2.1276,2.1276,2.1276
2010-10-21,2.081,2.081,2.081,2.081
2010-10-22,2.1038,2.1038,2.1038,2.1038
2010-10-25,2.091,2.091,2.091,2.091
2010-10-26,2.1115,2.1115,2.1115,2.1115
2010-10-27,2.1257,2.1257,2.1257,2.1257
2010-10-28,2.1489,2.1489,2.1489,2.1489
2010-10-29,2.1094,2.1094,2.1094,2.1094
2010-11-01,2.1479,2.1479,2.1479,2.1479
2010-11-02,2.1575,2.1575,2.1575,2.1575
2010-11-03,2.178,2.178,2.178,2.178
2010-11-04,2.2071,2.2071,2.2071,2.2071
2010-11-05,2.2075,2.2075,2.2075,2.2075
2010-11-08,2.211,2.211,2.211,2.211
2010-11-09,2.2175,2.2175,2.2175,2.2175
2010-11-10,2.3637,2.3637,2.3637,2.3637
2010-11-11,2.3607,2.3607,2.3607,2.3607
2010-11-12,2.3349,2.3349,2.3349,2.3349
2010-11-15,2.34,2.34,2.34,2.34
2010-11-16,2.2832,2.2832,2.2832,2.2832
2010-11-17,2.2779,2.2779,2.2779,2.2779
2010-11-18,2.3983,2.3983,2.3983,2.3983
2010-11-19,2.311,2.311,2.311,2.311
2010-11-22,2.2369,2.2369,2.2369,2.2369
2010-11-23,2.1917,2.1917,2.1917,2.1917
2010-11-24,2.2701,2.2701,2.2701,2.2701
2010-11-26,2.239,2.239,2.239,2.239
2010-11-29,2.2981,2.2981,2.2981,2.2981
2010-11-30,2.2618,2.2618,2.2618,2.2618
2010-12-01,2.4004,2.4004,2.4004,2.4004
2010-12-02,2.4528,2.4528,2.4528,2.4528
2010-12-03,2.4121,2.4121,2.4121,2.4121
2010-12-06,2.3717,2.3717,2.3717,2.3717
2010-12-07,2.343,2.343,2.343,2.343
2010-12-08,2.3271,2.3271,2.3271,2.3271
2010-12-09,2.3692,2.3692,2.3692,2.3692
2010-12-10,2.3268,2.3268,2.3268,2.3268
2010-12-13,2.3334,2.3334,2.3334,2.3334
2010-12-14,2.3051,2.3051,2.3051,2.3051
2010-12-15,2.3229,2.3229,2.3229,2.3229
2010-12-16,2.3193,2.3193,2.3193,2.3193
2010-12-17,2.3515,2.3515,2.3515,2.3515
2010-12-20,2.4128,2.4128,2.4128,2.4128
2010-12-21,2.436,2.436,2.436,2.436
2010-12-22,2.462,2.462,2.462,2.462
2010-12-23,2.4701,2.4701,2.4701,2.4701
2010-12-27,2.4359,2.4359,2.4359,2.4359
2010-12-28,2.4168,2.4168,2.4168,2.4168
2010-12-29,2.3966,2.3966,2.3966,2.3966
2010-12-30,2.3993,2.3993,2.3993,2.3993
2010-12-31,2.3993,2.3993,2.3993,2.3993
2011-01-03,2.441,2.441,2.441,2.441
2011-01-04,2.4257,2.4257,2.4257,2.4257
2011-01-05,2.4438,2.4438,2.4438,2.4438
2011-01-06,2.443,2.443,2.443,2.443
2011-01-07,2.4131,2.4131,2.4131,2.4131
2011-01-10,2.458,2.458,2.458,2.458
2011-01-11,2.4696,2.4696,2.4696,2.4696
2011-01-12,2.4456,2.4456,2.4456,2.4456
2011-01-13,2.4309,2.4309,2.4309,2.4309
2011-01-14,2.4871,2.4871,2.4871,2.4871
2011-01-18,2.4692,2.4692,2.4692,2.4692
2011-01-19,2.4703,2.4703,2.4703,2.4703
2011-01-20,2.4075,2.4075,2.4075,2.4075
2011-01-21,2.4426,2.4426,2.4426,2.4426
2011-01-24,2.3982,2.3982,2.3982,2.3982
2011-01-25,2.3264,2.3264,2.3264,2.3264
2011-01-26,2.4131,2.4131,2.4131,2.4131
2011-01-27,2.3628,2.3628,2.3628,2.3628
2011-01-28,2.4398,2.4398,2.4398,2.4398
2011-01-31,2.4576,2.4576,2.4576,2.4576
2011-02-01,2.4756,2.4756,2.4756,2.4756
2011-02-02,2.4435,2.4435,2.4435,2.4435
2011-02-03,2.4559,2.4559,2.4559,2.4559
2011-02-04,2.3978,2.3978,2.3978,2.3978
2011-02-07,2.418,2.418,2.418,2.418
2011-02-08,2.4667,2.4667,2.4667,2.4667
2011-02-10,2.436,2.436,2.436,2.436
2011-02-11,2.4327,2.4327,2.4327,2.4327
2011-02-14,2.4849,2.4849,2.4849,2.4849
2011-02-15,2.4588,2.4588,2.4588,2.4588
2011-02-16,2.5172,2.5172,2.5172,2.5172
2011-02-17,2.5002,2.5002,2.5002,2.5002
2011-02-18,2.5278,2.5278,2.5278,2.5278
2011-02-22,2.5796,2.5796,2.5796,2.5796
2011-02-23,2.6899,2.6899,2.6899,2.6899
2011-02-24,2.6967,2.6967,2.6967,2.6967
2011-02-25,2.717,2.717,2.717,2.717
2011-02-28,2.7171,2.7171,2.7171,2.7171
2011-03-01,2.8159,2.8159,2.8159,2.8159
2011-03-02,2.867,2.867,2.867,2.867
2011-03-03,2.8599,2.8599,2.8599,2.8599
